"Уникальный идентификатор объявления";"Способ размещения";"Номер объявления на Авито";"Номер телефона";Адрес;"Способ связи";Категория;"Описание объявления";"Ссылки на фото";"Название объявления";Цена;"Вид товара";"Вид объявления";"Тип товара";"Вид запчасти";"Тип детали двигателя";Состояние;Происхождение;Доступность;Производитель;"Номер детали OEM";TypeID;AvitoDateEnd;AvitoStatus;"Название компании";Почта
8341355095;Package;8341355095;;"Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Запчасти и аксессуары";"Двигатель Toyota Fortuner 2TR
Местоположение: Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Двигатель Toyota Fortuner 2TR";206100;;;;;;new;;;;;;17.10_26;active;;
8341276161;Package;8341276161;;"Краснодарский край, Краснодар, Новороссийская ул., 57/6";;"Запчасти и аксессуары";"Двигатель Volkswagen Scirocco CCZ
Местоположение: Краснодарский край, Краснодар, Новороссийская ул., 57/6";;"Двигатель Volkswagen Scirocco CCZ";168300;;;;;;new;;;;;;17.10_26;active;;
8340986366;Package;8340986366;;"Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Запчасти и аксессуары";"Двигатель Volkswagen Golf CHP
Местоположение: Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Двигатель Volkswagen Golf CHP";130500;;;;;;new;;;;;;17.10_26;active;;
8340914280;Package;8340914280;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Opel Zafira Z16XER
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Opel Zafira Z16XER";116100;;;;;;new;;;;;;17.10_26;active;;
8335642673;Package;8335642673;;"Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Запчасти и аксессуары";"Двигатель Opel Zafira Z16XER
Местоположение: Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Двигатель Opel Zafira Z16XER";116100;;;;;;new;;;;;;17.10_26;active;;
8335614806;Package;8335614806;;"Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Запчасти и аксессуары";"Двигатель Great Wall Ноver Н5 4G64S4N
Местоположение: Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Двигатель Great Wall Ноver Н5 4G64S4N";89100;;;;;;new;;;;;;17.10_26;active;;
8335513327;Package;8335513327;;"Республика Крым, Симферополь, Киевская ул., 146В";;"Запчасти и аксессуары";"Двигатель Great Wall Wingle GW2.8TC
Местоположение: Республика Крым, Симферополь, Киевская ул., 146В";;"Двигатель Great Wall Wingle GW2.8TC";139500;;;;;;new;;;;;;17.10_26;active;;
8461639846;Package;8461639846;;"Челябинская обл., Сосновский муниципальный округ, пос. Красное Поле, Северный тракт, 18/4";;"Запчасти и аксессуары";"Двигатель Toyota Fortuner 2TR
Местоположение: Челябинская обл., Сосновский муниципальный округ, пос. Красное Поле, Северный тракт, 18/4";;"Двигатель Toyota Fortuner 2TR";206100;;;;;;new;;;;;;17.10_26;active;;
8447647469;Package;8447647469;;"Тюменская обл., Ханты-Мансийский АО — Югра, Сургут, ДПК Север, Межозёрная ул., 27";;"Запчасти и аксессуары";"Двигатель Toyota Fortuner 2TR
Местоположение: Тюменская обл., Ханты-Мансийский АО — Югра, Сургут, ДПК Север, Межозёрная ул., 27";;"Двигатель Toyota Fortuner 2TR";206100;;;;;;new;;;;;;17.10_26;active;;
8403063618;Package;8403063618;;"Санкт-Петербург, Партизанская ул., 23к2";;"Запчасти и аксессуары";"Двигатель Toyota Fortuner 2TR
Местоположение: Санкт-Петербург, Партизанская ул., 23к2";;"Двигатель Toyota Fortuner 2TR";206100;;;;;;new;;;;;;17.10_26;active;;
8373882341;Package;8373882341;;"Удмуртская Республика, Ижевск, Воткинское ш., 202В";;"Запчасти и аксессуары";"Двигатель Toyota Fortuner 2TR
Местоположение: Удмуртская Республика, Ижевск, Воткинское ш., 202В";;"Двигатель Toyota Fortuner 2TR";206100;;;;;;new;;;;;;17.10_26;active;;
8345505767;Package;8345505767;;"Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Запчасти и аксессуары";"Двигатель Toyota Fortuner 2TR
Местоположение: Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Двигатель Toyota Fortuner 2TR";206100;;;;;;new;;;;;;17.10_26;active;;
8341706022;Package;8341706022;;"Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Запчасти и аксессуары";"Двигатель Toyota Fortuner 2TR
Местоположение: Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Двигатель Toyota Fortuner 2TR";206100;;;;;;new;;;;;;17.10_26;active;;
8335500867;Package;8335500867;;"Пензенская обл., Пенза, пл. Ленина";;"Запчасти и аксессуары";"Двигатель Senova X25 A151A1
Местоположение: Пензенская обл., Пенза, пл. Ленина";;"Двигатель Senova X25 A151A1";107100;;;;;;new;;;;;;17.10_26;active;;
8335357242;Package;8335357242;;"Республика Башкортостан, Уфа, Новосибирская ул., 2/1";;"Запчасти и аксессуары";"Двигатель Opel Zafira Z16XER
Местоположение: Республика Башкортостан, Уфа, Новосибирская ул., 2/1";;"Двигатель Opel Zafira Z16XER";116100;;;;;;new;;;;;;17.10_26;active;;
8335350618;Package;8335350618;;"Ростовская обл., Ростов-на-Дону, ул. Нансена, 103Ис129";;"Запчасти и аксессуары";"Двигатель Senova X25 A151A1
Местоположение: Ростовская обл., Ростов-на-Дону, ул. Нансена, 103Ис129";;"Двигатель Senova X25 A151A1";107100;;;;;;new;;;;;;17.10_26;active;;
8335311937;Package;8335311937;;"Тюменская обл., г.о. Тюмень, д. Ожогина, Садовая ул., 13";;"Запчасти и аксессуары";"Двигатель Great Wall Wingle GW2.8TC
Местоположение: Тюменская обл., г.о. Тюмень, д. Ожогина, Садовая ул., 13";;"Двигатель Great Wall Wingle GW2.8TC";139500;;;;;;new;;;;;;17.10_26;active;;
8335268186;Package;8335268186;;"Краснодарский край, Краснодар, Новороссийская ул., 57/6";;"Запчасти и аксессуары";"Двигатель Volkswagen Golf CHP
Местоположение: Краснодарский край, Краснодар, Новороссийская ул., 57/6";;"Двигатель Volkswagen Golf CHP";130500;;;;;;new;;;;;;17.10_26;active;;
8334858883;Package;8334858883;;"Республика Башкортостан, Уфа, Новосибирская ул., 2/1";;"Запчасти и аксессуары";"Двигатель Volkswagen Golf CHP
Местоположение: Республика Башкортостан, Уфа, Новосибирская ул., 2/1";;"Двигатель Volkswagen Golf CHP";130500;;;;;;new;;;;;;17.10_26;active;;
8327584242;Package;8327584242;;"Тюменская обл., Ханты-Мансийский АО — Югра, Сургут, ДПК Север, Межозёрная ул., 27";;"Запчасти и аксессуары";"Двигатель Volkswagen Golf CHP
Местоположение: Тюменская обл., Ханты-Мансийский АО — Югра, Сургут, ДПК Север, Межозёрная ул., 27";;"Двигатель Volkswagen Golf CHP";130500;;;;;;new;;;;;;17.10_26;active;;
8327570157;Package;8327570157;;"Челябинская обл., Сосновский муниципальный округ, пос. Красное Поле, Северный тракт, 18/4";;"Запчасти и аксессуары";"Двигатель Volkswagen Scirocco CCZ
Местоположение: Челябинская обл., Сосновский муниципальный округ, пос. Красное Поле, Северный тракт, 18/4";;"Двигатель Volkswagen Scirocco CCZ";168300;;;;;;new;;;;;;17.10_26;active;;
8327480679;Package;8327480679;;"Пензенская обл., Пенза, пл. Ленина";;"Запчасти и аксессуары";"Двигатель Great Wall Wingle GW2.8TC
Местоположение: Пензенская обл., Пенза, пл. Ленина";;"Двигатель Great Wall Wingle GW2.8TC";139500;;;;;;new;;;;;;17.10_26;active;;
